"region";"hushållstyp";"ålder";"Medelvärde,  tkr 2015";"Medianvärde, tkr 2015"
"1488 Trollhättan";"samtliga hushåll";"50-64 år";494.2;440.1
"1488 Trollhättan";"samtliga hushåll";"65+ år";290.8;222.6
"1488 Trollhättan";"samtliga hushåll";"65-79 år";323.5;266.7
"1488 Trollhättan";"samtliga hushåll";"80+ år";223.0;156.8
"1489 Alingsås";"samtliga hushåll";"18+ år";450.2;372.8
"1489 Alingsås";"samtliga hushåll";"18-29 år";332.1;282.1
"1489 Alingsås";"samtliga hushåll";"30-49 år";521.4;493.7
"1489 Alingsås";"samtliga hushåll";"50-64 år";551.2;488.3
"1489 Alingsås";"samtliga hushåll";"65+ år";340.3;245.9
"1489 Alingsås";"samtliga hushåll";"65-79 år";384.6;291.7
"1489 Alingsås";"samtliga hushåll";"80+ år";242.3;160.9
"1490 Borås";"samtliga hushåll";"18+ år";418.5;325.9
"1490 Borås";"samtliga hushåll";"18-29 år";296.2;249.3
"1490 Borås";"samtliga hushåll";"30-49 år";499.0;459.7
"1490 Borås";"samtliga hushåll";"50-64 år";518.0;444.3
"1490 Borås";"samtliga hushåll";"65+ år";307.7;214.3
"1490 Borås";"samtliga hushåll";"65-79 år";347.5;260.9
"1490 Borås";"samtliga hushåll";"80+ år";225.6;155.7
"1491 Ulricehamn";"samtliga hushåll";"18+ år";417.7;343.5
"1491 Ulricehamn";"samtliga hushåll";"18-29 år";340.5;292.0
"1491 Ulricehamn";"samtliga hushåll";"30-49 år";506.7;482.3
"1491 Ulricehamn";"samtliga hushåll";"50-64 år";506.2;458.9
"1491 Ulricehamn";"samtliga hushåll";"65+ år";293.1;227.3
"1491 Ulricehamn";"samtliga hushåll";"65-79 år";328.2;270.7
"1491 Ulricehamn";"samtliga hushåll";"80+ år";221.2;154.2
"1492 Åmål";"samtliga hushåll";"18+ år";350.8;279.6
"1492 Åmål";"samtliga hushåll";"18-29 år";280.8;233.7
"1492 Åmål";"samtliga hushåll";"30-49 år";411.0;398.0
"1492 Åmål";"samtliga hushåll";"50-64 år";412.3;377.3
"1492 Åmål";"samtliga hushåll";"65+ år";283.1;202.5
"1492 Åmål";"samtliga hushåll";"65-79 år";321.5;239.3
"1492 Åmål";"samtliga hushåll";"80+ år";207.1;152.5
"1493 Mariestad";"samtliga hushåll";"18+ år";380.1;312.0
"1493 Mariestad";"samtliga hushåll";"18-29 år";307.8;264.8
"1493 Mariestad";"samtliga hushåll";"30-49 år";454.2;454.2
"1493 Mariestad";"samtliga hushåll";"50-64 år";471.7;429.8
"1493 Mariestad";"samtliga hushåll";"65+ år";281.7;227.8
"1493 Mariestad";"samtliga hushåll";"65-79 år";309.8;261.5
"1493 Mariestad";"samtliga hushåll";"80+ år";218.8;158.7
"1494 Lidköping";"samtliga hushåll";"18+ år";419.7;339.6
"1494 Lidköping";"samtliga hushåll";"18-29 år";302.5;261.1
"1494 Lidköping";"samtliga hushåll";"30-49 år";489.9;479.5
"1494 Lidköping";"samtliga hushåll";"50-64 år";523.0;472.7
"1494 Lidköping";"samtliga hushåll";"65+ år";312.6;230.3
"1494 Lidköping";"samtliga hushåll";"65-79 år";356.2;273.4
"1494 Lidköping";"samtliga hushåll";"80+ år";216.4;155.9
"1495 Skara";"samtliga hushåll";"18+ år";439.5;316.4
"1495 Skara";"samtliga hushåll";"18-29 år";284.0;241.2
"1495 Skara";"samtliga hushåll";"30-49 år";464.0;446.1
"1495 Skara";"samtliga hushåll";"50-64 år";647.1;436.6
"1495 Skara";"samtliga hushåll";"65+ år";310.4;221.5
"1495 Skara";"samtliga hushåll";"65-79 år";350.1;267.7
"1495 Skara";"samtliga hushåll";"80+ år";224.9;155.4
"1496 Skövde";"samtliga hushåll";"18+ år";410.6;337.7
"1496 Skövde";"samtliga hushåll";"18-29 år";295.7;250.5
"1496 Skövde";"samtliga hushåll";"30-49 år";493.3;479.6
"1496 Skövde";"samtliga hushåll";"50-64 år";517.8;471.6
"1496 Skövde";"samtliga hushåll";"65+ år";302.7;230.6
"1496 Skövde";"samtliga hushåll";"65-79 år";339.6;275.3
"1496 Skövde";"samtliga hushåll";"80+ år";221.4;158.4
"1497 Hjo";"samtliga hushåll";"18+ år";392.9;324.5
"1497 Hjo";"samtliga hushåll";"18-29 år";297.2;255.5
"1497 Hjo";"samtliga hushåll";"30-49 år";461.6;456.5
"1497 Hjo";"samtliga hushåll";"50-64 år";487.8;438.9
"1497 Hjo";"samtliga hushåll";"65+ år";300.5;221.0
"1497 Hjo";"samtliga hushåll";"65-79 år";341.1;263.6
"1497 Hjo";"samtliga hushåll";"80+ år";206.8;152.6
"1498 Tidaholm";"samtliga hushåll";"18+ år";371.9;306.9
"1498 Tidaholm";"samtliga hushåll";"18-29 år";310.5;276.7
"1498 Tidaholm";"samtliga hushåll";"30-49 år";451.2;453.9
"1498 Tidaholm";"samtliga hushåll";"50-64 år";451.0;410.4
"1498 Tidaholm";"samtliga hushåll";"65+ år";263.6;207.0
"1498 Tidaholm";"samtliga hushåll";"65-79 år";293.5;249.5
"1498 Tidaholm";"samtliga hushåll";"80+ år";203.2;147.9
"1499 Falköping";"samtliga hushåll";"18+ år";385.6;314.5
"1499 Falköping";"samtliga hushåll";"18-29 år";300.9;256.7
"1499 Falköping";"samtliga hushåll";"30-49 år";457.7;449.9
"1499 Falköping";"samtliga hushåll";"50-64 år";476.6;436.0
"1499 Falköping";"samtliga hushåll";"65+ år";282.6;208.9
"1499 Falköping";"samtliga hushåll";"65-79 år";326.1;260.7
"1499 Falköping";"samtliga hushåll";"80+ år";202.8;150.8
"1715 Kil";"samtliga hushåll";"18+ år";390.2;337.8
"1715 Kil";"samtliga hushåll";"18-29 år";305.5;274.1
"1715 Kil";"samtliga hushåll";"30-49 år";464.1;463.0
"1715 Kil";"samtliga hushåll";"50-64 år";466.3;428.8
"1715 Kil";"samtliga hushåll";"65+ år";284.4;238.2
"1715 Kil";"samtliga hushåll";"65-79 år";321.4;277.5
"1715 Kil";"samtliga hushåll";"80+ år";196.1;156.7
"1730 Eda";"samtliga hushåll";"18+ år";317.4;270.1
"1730 Eda";"samtliga hushåll";"18-29 år";296.8;258.8
"1730 Eda";"samtliga hushåll";"30-49 år";386.4;351.3
"1730 Eda";"samtliga hushåll";"50-64 år";371.1;328.6
"1730 Eda";"samtliga hushåll";"65+ år";229.1;171.8
"1730 Eda";"samtliga hushåll";"65-79 år";260.8;234.0
"1730 Eda";"samtliga hushåll";"80+ år";169.3;142.9
"1737 Torsby";"samtliga hushåll";"18+ år";335.2;276.8
"1737 Torsby";"samtliga hushåll";"18-29 år";279.7;235.3
"1737 Torsby";"samtliga hushåll";"30-49 år";406.1;385.7
"1737 Torsby";"samtliga hushåll";"50-64 år";413.0;376.0
"1737 Torsby";"samtliga hushåll";"65+ år";249.8;187.7
"1737 Torsby";"samtliga hushåll";"65-79 år";283.7;240.3
"1737 Torsby";"samtliga hushåll";"80+ år";185.4;146.2
"1760 Storfors";"samtliga hushåll";"18+ år";354.4;300.0
"1760 Storfors";"samtliga hushåll";"18-29 år";303.7;276.0
"1760 Storfors";"samtliga hushåll";"30-49 år";417.4;381.0
"1760 Storfors";"samtliga hushåll";"50-64 år";420.1;388.8
"1760 Storfors";"samtliga hushåll";"65+ år";268.7;217.4
"1760 Storfors";"samtliga hushåll";"65-79 år";302.4;267.7
"1760 Storfors";"samtliga hushåll";"80+ år";185.0;148.8
"1761 Hammarö";"samtliga hushåll";"18+ år";475.5;415.6
"1761 Hammarö";"samtliga hushåll";"18-29 år";315.4;265.3
"1761 Hammarö";"samtliga hushåll";"30-49 år";562.0;546.6
"1761 Hammarö";"samtliga hushåll";"50-64 år";553.0;506.4
"1761 Hammarö";"samtliga hushåll";"65+ år";334.6;257.8
"1761 Hammarö";"samtliga hushåll";"65-79 år";377.2;296.2
"1761 Hammarö";"samtliga hushåll";"80+ år";228.6;168.3
"1762 Munkfors";"samtliga hushåll";"18+ år";314.5;259.8
"1762 Munkfors";"samtliga hushåll";"18-29 år";258.0;222.9
"1762 Munkfors";"samtliga hushåll";"30-49 år";381.9;346.3
"1762 Munkfors";"samtliga hushåll";"50-64 år";383.8;363.7
"1762 Munkfors";"samtliga hushåll";"65+ år";241.3;181.6
"1762 Munkfors";"samtliga hushåll";"65-79 år";272.3;230.2
"1762 Munkfors";"samtliga hushåll";"80+ år";188.7;149.3
"1763 Forshaga";"samtliga hushåll";"18+ år";374.9;325.1
"1763 Forshaga";"samtliga hushåll";"18-29 år";302.1;263.5
"1763 Forshaga";"samtliga hushåll";"30-49 år";447.9;455.0
"1763 Forshaga";"samtliga hushåll";"50-64 år";445.7;421.2
"1763 Forshaga";"samtliga hushåll";"65+ år";271.1;233.8
"1763 Forshaga";"samtliga hushåll";"65-79 år";301.7;273.5
"1763 Forshaga";"samtliga hushåll";"80+ år";197.8;155.0
"1764 Grums";"samtliga hushåll";"18+ år";355.3;302.2
"1764 Grums";"samtliga hushåll";"18-29 år";285.3;238.9
"1764 Grums";"samtliga hushåll";"30-49 år";423.9;405.4
"1764 Grums";"samtliga hushåll";"50-64 år";435.2;414.3
"1764 Grums";"samtliga hushåll";"65+ år";263.0;209.1
"1764 Grums";"samtliga hushåll";"65-79 år";290.9;250.5
"1764 Grums";"samtliga hushåll";"80+ år";197.2;155.2
"1765 Årjäng";"samtliga hushåll";"18+ år";321.4;261.8
"1765 Årjäng";"samtliga hushåll";"18-29 år";266.6;235.2
"1765 Årjäng";"samtliga hushåll";"30-49 år";371.0;330.2
"1765 Årjäng";"samtliga hushåll";"50-64 år";393.1;346.2
"1765 Årjäng";"samtliga hushåll";"65+ år";245.1;182.6
"1765 Årjäng";"samtliga hushåll";"65-79 år";277.6;226.6
"1765 Årjäng";"samtliga hushåll";"80+ år";173.0;145.0
"1766 Sunne";"samtliga hushåll";"18+ år";364.7;298.7
"1766 Sunne";"samtliga hushåll";"18-29 år";284.2;243.0
"1766 Sunne";"samtliga hushåll";"30-49 år";424.8;416.8
"1766 Sunne";"samtliga hushåll";"50-64 år";441.0;391.6
"1766 Sunne";"samtliga hushåll";"65+ år";277.7;204.4
"1766 Sunne";"samtliga hushåll";"65-79 år";314.9;242.4
"1766 Sunne";"samtliga hushåll";"80+ år";198.2;152.1
"1780 Karlstad";"samtliga hushåll";"18+ år";393.4;311.5
"1780 Karlstad";"samtliga hushåll";"18-29 år";256.7;215.5
"1780 Karlstad";"samtliga hushåll";"30-49 år";464.0;422.9
"1780 Karlstad";"samtliga hushåll";"50-64 år";502.9;433.4
"1780 Karlstad";"samtliga hushåll";"65+ år";316.7;236.2
"1780 Karlstad";"samtliga hushåll";"65-79 år";357.5;278.4
"1780 Karlstad";"samtliga hushåll";"80+ år";230.1;164.4
"1781 Kristinehamn";"samtliga hushåll";"18+ år";352.1;291.2
"1781 Kristinehamn";"samtliga hushåll";"18-29 år";256.1;213.3
"1781 Kristinehamn";"samtliga hushåll";"30-49 år";425.5;403.4
"1781 Kristinehamn";"samtliga hushåll";"50-64 år";429.3;388.2
"1781 Kristinehamn";"samtliga hushåll";"65+ år";268.7;213.5
"1781 Kristinehamn";"samtliga hushåll";"65-79 år";295.9;258.2
"1781 Kristinehamn";"samtliga hushåll";"80+ år";209.1;154.9
"1782 Filipstad";"samtliga hushåll";"18+ år";317.3;263.2
"1782 Filipstad";"samtliga hushåll";"18-29 år";260.6;220.1
"1782 Filipstad";"samtliga hushåll";"30-49 år";391.1;343.3
"1782 Filipstad";"samtliga hushåll";"50-64 år";374.4;337.5
"1782 Filipstad";"samtliga hushåll";"65+ år";248.3;182.0
"1782 Filipstad";"samtliga hushåll";"65-79 år";283.6;233.1
"1782 Filipstad";"samtliga hushåll";"80+ år";177.0;148.2
"1783 Hagfors";"samtliga hushåll";"18+ år";334.4;284.0
"1783 Hagfors";"samtliga hushåll";"18-29 år";289.9;255.1
"1783 Hagfors";"samtliga hushåll";"30-49 år";404.2;365.2
"1783 Hagfors";"samtliga hushåll";"50-64 år";414.2;376.1
"1783 Hagfors";"samtliga hushåll";"65+ år";242.0;196.3
"1783 Hagfors";"samtliga hushåll";"65-79 år";267.5;243.2
"1783 Hagfors";"samtliga hushåll";"80+ år";189.7;149.3
"1784 Arvika";"samtliga hushåll";"18+ år";358.4;289.9
"1784 Arvika";"samtliga hushåll";"18-29 år";280.2;234.7
"1784 Arvika";"samtliga hushåll";"30-49 år";433.2;412.4
"1784 Arvika";"samtliga hushåll";"50-64 år";436.5;380.6
"1784 Arvika";"samtliga hushåll";"65+ år";266.6;202.5
"1784 Arvika";"samtliga hushåll";"65-79 år";301.4;246.4
"1784 Arvika";"samtliga hushåll";"80+ år";199.0;152.8
"1785 Säffle";"samtliga hushåll";"18+ år";345.6;282.3
"1785 Säffle";"samtliga hushåll";"18-29 år";262.8;226.6
"1785 Säffle";"samtliga hushåll";"30-49 år";403.6;392.1
"1785 Säffle";"samtliga hushåll";"50-64 år";429.0;395.1
"1785 Säffle";"samtliga hushåll";"65+ år";271.6;209.8
"1785 Säffle";"samtliga hushåll";"65-79 år";300.2;253.9
"1785 Säffle";"samtliga hushåll";"80+ år";217.6;150.3
"1814 Lekeberg";"samtliga hushåll";"18+ år";423.2;352.4
"1814 Lekeberg";"samtliga hushåll";"18-29 år";336.7;297.9
"1814 Lekeberg";"samtliga hushåll";"30-49 år";490.4;476.7
"1814 Lekeberg";"samtliga hushåll";"50-64 år";495.7;442.6
"1814 Lekeberg";"samtliga hushåll";"65+ år";321.1;230.9
"1814 Lekeberg";"samtliga hushåll";"65-79 år";354.8;265.1
"1814 Lekeberg";"samtliga hushåll";"80+ år";234.7;156.1
"1860 Laxå";"samtliga hushåll";"18+ år";343.2;286.5
"1860 Laxå";"samtliga hushåll";"18-29 år";283.0;237.3
"1860 Laxå";"samtliga hushåll";"30-49 år";428.3;416.3
"1860 Laxå";"samtliga hushåll";"50-64 år";418.7;378.2
"1860 Laxå";"samtliga hushåll";"65+ år";249.9;198.2
"1860 Laxå";"samtliga hushåll";"65-79 år";279.0;247.2
"1860 Laxå";"samtliga hushåll";"80+ år";192.1;151.4
"1861 Hallsberg";"samtliga hushåll";"18+ år";385.8;324.4
"1861 Hallsberg";"samtliga hushåll";"18-29 år";309.6;278.8
"1861 Hallsberg";"samtliga hushåll";"30-49 år";454.1;440.4
"1861 Hallsberg";"samtliga hushåll";"50-64 år";466.2;414.6
"1861 Hallsberg";"samtliga hushåll";"65+ år";282.6;227.1
"1861 Hallsberg";"samtliga hushåll";"65-79 år";320.8;273.3
"1861 Hallsberg";"samtliga hushåll";"80+ år";194.6;151.7
"1862 Degerfors";"samtliga hushåll";"18+ år";350.9;295.8
"1862 Degerfors";"samtliga hushåll";"18-29 år";259.4;232.9
"1862 Degerfors";"samtliga hushåll";"30-49 år";428.4;430.6
"1862 Degerfors";"samtliga hushåll";"50-64 år";419.8;388.7
"1862 Degerfors";"samtliga hushåll";"65+ år";265.1;225.4
"1862 Degerfors";"samtliga hushåll";"65-79 år";297.6;261.2
"1862 Degerfors";"samtliga hushåll";"80+ år";190.3;154.0
"1863 Hällefors";"samtliga hushåll";"18+ år";322.4;270.7
"1863 Hällefors";"samtliga hushåll";"18-29 år";258.5;216.9
"1863 Hällefors";"samtliga hushåll";"30-49 år";397.3;364.0
"1863 Hällefors";"samtliga hushåll";"50-64 år";388.7;352.6
"1863 Hällefors";"samtliga hushåll";"65+ år";257.6;213.3
"1863 Hällefors";"samtliga hushåll";"65-79 år";285.1;247.7
"1863 Hällefors";"samtliga hushåll";"80+ år";198.6;160.6
"1864 Ljusnarsberg";"samtliga hushåll";"18+ år";318.1;261.1
"1864 Ljusnarsberg";"samtliga hushåll";"18-29 år";270.0;247.0
"1864 Ljusnarsberg";"samtliga hushåll";"30-49 år";386.5;332.0
"1864 Ljusnarsberg";"samtliga hushåll";"50-64 år";375.3;317.6
"1864 Ljusnarsberg";"samtliga hushåll";"65+ år";244.3;189.6
"1864 Ljusnarsberg";"samtliga hushåll";"65-79 år";254.7;221.4
"1864 Ljusnarsberg";"samtliga hushåll";"80+ år";214.5;150.9
"1880 Örebro";"samtliga hushåll";"18+ år";408.6;321.9
"1880 Örebro";"samtliga hushåll";"18-29 år";281.2;231.2
"1880 Örebro";"samtliga hushåll";"30-49 år";482.0;439.8
"1880 Örebro";"samtliga hushåll";"50-64 år";505.3;428.0
"1880 Örebro";"samtliga hushåll";"65+ år";316.3;225.4
"1880 Örebro";"samtliga hushåll";"65-79 år";357.0;272.1
"1880 Örebro";"samtliga hushåll";"80+ år";221.9;158.8
"1881 Kumla";"samtliga hushåll";"18+ år";412.1;348.8
"1881 Kumla";"samtliga hushåll";"18-29 år";319.9;270.2
"1881 Kumla";"samtliga hushåll";"30-49 år";485.6;481.6
"1881 Kumla";"samtliga hushåll";"50-64 år";497.3;449.8
"1881 Kumla";"samtliga hushåll";"65+ år";292.5;230.1
"1881 Kumla";"samtliga hushåll";"65-79 år";327.5;267.9
"1881 Kumla";"samtliga hushåll";"80+ år";201.5;154.1
"1882 Askersund";"samtliga hushåll";"18+ år";392.9;318.0
"1882 Askersund";"samtliga hushåll";"18-29 år";327.7;289.3
"1882 Askersund";"samtliga hushåll";"30-49 år";457.3;444.8
"1882 Askersund";"samtliga hushåll";"50-64 år";481.7;423.1
"1882 Askersund";"samtliga hushåll";"65+ år";300.4;233.3
"1882 Askersund";"samtliga hushåll";"65-79 år";335.0;264.1
"1882 Askersund";"samtliga hushåll";"80+ år";208.6;155.0
"1883 Karlskoga";"samtliga hushåll";"18+ år";367.6;299.7
"1883 Karlskoga";"samtliga hushåll";"18-29 år";268.9;228.7
"1883 Karlskoga";"samtliga hushåll";"30-49 år";433.8;410.7
"1883 Karlskoga";"samtliga hushåll";"50-64 år";468.8;417.9
"1883 Karlskoga";"samtliga hushåll";"65+ år";275.3;222.7
"1883 Karlskoga";"samtliga hushåll";"65-79 år";307.8;263.9
"1883 Karlskoga";"samtliga hushåll";"80+ år";207.5;158.3
"1884 Nora";"samtliga hushåll";"18+ år";403.0;325.5
"1884 Nora";"samtliga hushåll";"18-29 år";302.7;265.7
"1884 Nora";"samtliga hushåll";"30-49 år";463.0;447.4
"1884 Nora";"samtliga hushåll";"50-64 år";473.6;433.4
"1884 Nora";"samtliga hushåll";"65+ år";332.5;228.7
"1884 Nora";"samtliga hushåll";"65-79 år";380.2;267.5
"1884 Nora";"samtliga hushåll";"80+ år";202.3;154.4
"1885 Lindesberg";"samtliga hushåll";"18+ år";381.5;314.0
"1885 Lindesberg";"samtliga hushåll";"18-29 år";302.4;260.7
"1885 Lindesberg";"samtliga hushåll";"30-49 år";457.9;433.3
"1885 Lindesberg";"samtliga hushåll";"50-64 år";459.2;424.9
"1885 Lindesberg";"samtliga hushåll";"65+ år";284.9;227.1
"1885 Lindesberg";"samtliga hushåll";"65-79 år";318.3;260.8
"1885 Lindesberg";"samtliga hushåll";"80+ år";203.7;153.4
"1904 Skinnskatteberg";"samtliga hushåll";"18+ år";361.5;289.9
"1904 Skinnskatteberg";"samtliga hushåll";"18-29 år";285.5;228.6
"1904 Skinnskatteberg";"samtliga hushåll";"30-49 år";422.8;392.0
"1904 Skinnskatteberg";"samtliga hushåll";"50-64 år";402.4;360.8
"1904 Skinnskatteberg";"samtliga hushåll";"65+ år";311.7;242.8
"1904 Skinnskatteberg";"samtliga hushåll";"65-79 år";356.8;268.9
"1904 Skinnskatteberg";"samtliga hushåll";"80+ år";194.1;157.5
"1907 Surahammar";"samtliga hushåll";"18+ år";381.3;329.9
"1907 Surahammar";"samtliga hushåll";"18-29 år";333.0;296.3
"1907 Surahammar";"samtliga hushåll";"30-49 år";462.3;473.6
"1907 Surahammar";"samtliga hushåll";"50-64 år";445.4;423.0
"1907 Surahammar";"samtliga hushåll";"65+ år";277.1;248.4
"1907 Surahammar";"samtliga hushåll";"65-79 år";304.4;270.4
"1907 Surahammar";"samtliga hushåll";"80+ år";203.1;159.0
"1960 Kungsör";"samtliga hushåll";"18+ år";383.7;326.5
"1960 Kungsör";"samtliga hushåll";"18-29 år";318.7;285.3
"1960 Kungsör";"samtliga hushåll";"30-49 år";458.6;466.0
"1960 Kungsör";"samtliga hushåll";"50-64 år";439.4;428.4
"1960 Kungsör";"samtliga hushåll";"65+ år";294.0;250.0
"1960 Kungsör";"samtliga hushåll";"65-79 år";329.8;284.0
"1960 Kungsör";"samtliga hushåll";"80+ år";196.1;159.3
"1961 Hallstahammar";"samtliga hushåll";"18+ år";381.3;312.9
"1961 Hallstahammar";"samtliga hushåll";"18-29 år";301.7;258.8
"1961 Hallstahammar";"samtliga hushåll";"30-49 år";467.7;461.2
"1961 Hallstahammar";"samtliga hushåll";"50-64 år";456.3;418.0
"1961 Hallstahammar";"samtliga hushåll";"65+ år";278.8;225.8
"1961 Hallstahammar";"samtliga hushåll";"65-79 år";310.6;262.6
"1961 Hallstahammar";"samtliga hushåll";"80+ år";209.7;157.4
"1962 Norberg";"samtliga hushåll";"18+ år";366.1;299.6
"1962 Norberg";"samtliga hushåll";"18-29 år";274.1;229.9
"1962 Norberg";"samtliga hushåll";"30-49 år";442.6;421.8
"1962 Norberg";"samtliga hushåll";"50-64 år";448.4;393.0
"1962 Norberg";"samtliga hushåll";"65+ år";274.5;224.3
"1962 Norberg";"samtliga hushåll";"65-79 år";308.6;261.3
"1962 Norberg";"samtliga hushåll";"80+ år";187.4;155.1
"1980 Västerås";"samtliga hushåll";"18+ år";443.1;350.6
"1980 Västerås";"samtliga hushåll";"18-29 år";314.3;264.0
"1980 Västerås";"samtliga hushåll";"30-49 år";511.1;467.1
"1980 Västerås";"samtliga hushåll";"50-64 år";548.2;462.6
"1980 Västerås";"samtliga hushåll";"65+ år";337.4;248.4
"1980 Västerås";"samtliga hushåll";"65-79 år";380.3;290.1
"1980 Västerås";"samtliga hushåll";"80+ år";240.6;169.1
"1981 Sala";"samtliga hushåll";"18+ år";384.2;313.1
"1981 Sala";"samtliga hushåll";"18-29 år";303.7;251.3
"1981 Sala";"samtliga hushåll";"30-49 år";463.2;441.0
"1981 Sala";"samtliga hushåll";"50-64 år";464.7;410.6
"1981 Sala";"samtliga hushåll";"65+ år";285.2;216.1
"1981 Sala";"samtliga hushåll";"65-79 år";320.7;263.2
"1981 Sala";"samtliga hushåll";"80+ år";204.2;154.6
"1982 Fagersta";"samtliga hushåll";"18+ år";358.7;302.7
"1982 Fagersta";"samtliga hushåll";"18-29 år";294.7;259.4
"1982 Fagersta";"samtliga hushåll";"30-49 år";421.6;383.7
"1982 Fagersta";"samtliga hushåll";"50-64 år";438.6;381.7
"1982 Fagersta";"samtliga hushåll";"65+ år";271.4;210.1
"1982 Fagersta";"samtliga hushåll";"65-79 år";306.4;262.6
"1982 Fagersta";"samtliga hushåll";"80+ år";200.4;157.6
"1983 Köping";"samtliga hushåll";"18+ år";380.0;308.9
"1983 Köping";"samtliga hushåll";"18-29 år";302.0;256.6
"1983 Köping";"samtliga hushåll";"30-49 år";446.1;417.3
"1983 Köping";"samtliga hushåll";"50-64 år";460.2;421.8
"1983 Köping";"samtliga hushåll";"65+ år";288.0;214.0
"1983 Köping";"samtliga hushåll";"65-79 år";330.6;260.0
"1983 Köping";"samtliga hushåll";"80+ år";199.2;153.7
"1984 Arboga";"samtliga hushåll";"18+ år";370.8;305.5
"1984 Arboga";"samtliga hushåll";"18-29 år";276.4;240.9
"1984 Arboga";"samtliga hushåll";"30-49 år";447.7;425.1
"1984 Arboga";"samtliga hushåll";"50-64 år";450.9;418.2
"1984 Arboga";"samtliga hushåll";"65+ år";288.1;227.7
"1984 Arboga";"samtliga hushåll";"65-79 år";320.1;263.8
"1984 Arboga";"samtliga hushåll";"80+ år";206.3;158.8
"2021 Vansbro";"samtliga hushåll";"18+ år";343.9;274.4
"2021 Vansbro";"samtliga hushåll";"18-29 år";313.2;263.0
"2021 Vansbro";"samtliga hushåll";"30-49 år";422.5;392.9
"2021 Vansbro";"samtliga hushåll";"50-64 år";413.6;355.9
"2021 Vansbro";"samtliga hushåll";"65+ år";248.8;191.8
"2021 Vansbro";"samtliga hushåll";"65-79 år";274.6;226.5
"2021 Vansbro";"samtliga hushåll";"80+ år";191.1;144.9
"2023 Malung-Sälen";"samtliga hushåll";"18+ år";366.8;297.1
"2023 Malung-Sälen";"samtliga hushåll";"18-29 år";302.6;254.1
"2023 Malung-Sälen";"samtliga hushåll";"30-49 år";441.3;427.0
"2023 Malung-Sälen";"samtliga hushåll";"50-64 år";451.1;392.1
"2023 Malung-Sälen";"samtliga hushåll";"65+ år";262.0;202.9
"2023 Malung-Sälen";"samtliga hushåll";"65-79 år";296.7;250.3
"2023 Malung-Sälen";"samtliga hushåll";"80+ år";187.2;143.8
"2026 Gagnef";"samtliga hushåll";"18+ år";409.7;359.3
"2026 Gagnef";"samtliga hushåll";"18-29 år";373.0;351.5
"2026 Gagnef";"samtliga hushåll";"30-49 år";486.1;480.5
"2026 Gagnef";"samtliga hushåll";"50-64 år";491.6;447.9
"2026 Gagnef";"samtliga hushåll";"65+ år";288.6;242.7
"2026 Gagnef";"samtliga hushåll";"65-79 år";317.2;272.3
"2026 Gagnef";"samtliga hushåll";"80+ år";217.5;164.8
"2029 Leksand";"samtliga hushåll";"18+ år";416.6;334.9
"2029 Leksand";"samtliga hushåll";"18-29 år";338.6;277.5
"2029 Leksand";"samtliga hushåll";"30-49 år";502.8;479.2
"2029 Leksand";"samtliga hushåll";"50-64 år";503.1;447.8
"2029 Leksand";"samtliga hushåll";"65+ år";315.6;232.7
"2029 Leksand";"samtliga hushåll";"65-79 år";359.6;273.0
"2029 Leksand";"samtliga hushåll";"80+ år";205.3;154.6
"2031 Rättvik";"samtliga hushåll";"18+ år";372.7;296.1
"2031 Rättvik";"samtliga hushåll";"18-29 år";330.2;260.7
"2031 Rättvik";"samtliga hushåll";"30-49 år";444.8;416.6
"2031 Rättvik";"samtliga hushåll";"50-64 år";467.4;396.7
"2031 Rättvik";"samtliga hushåll";"65+ år";287.0;216.4
"2031 Rättvik";"samtliga hushåll";"65-79 år";321.8;262.0
"2031 Rättvik";"samtliga hushåll";"80+ år";214.5;153.2
"2034 Orsa";"samtliga hushåll";"18+ år";341.2;282.4
"2034 Orsa";"samtliga hushåll";"18-29 år";276.5;227.3
"2034 Orsa";"samtliga hushåll";"30-49 år";408.5;382.0
"2034 Orsa";"samtliga hushåll";"50-64 år";411.9;389.2
"2034 Orsa";"samtliga hushåll";"65+ år";257.9;198.2
"2034 Orsa";"samtliga hushåll";"65-79 år";285.2;236.3
"2034 Orsa";"samtliga hushåll";"80+ år";199.3;152.6
"2039 Älvdalen";"samtliga hushåll";"18+ år";341.3;282.5
"2039 Älvdalen";"samtliga hushåll";"18-29 år";297.8;255.2
"2039 Älvdalen";"samtliga hushåll";"30-49 år";417.7;400.9
"2039 Älvdalen";"samtliga hushåll";"50-64 år";417.9;380.2
"2039 Älvdalen";"samtliga hushåll";"65+ år";241.8;196.6
"2039 Älvdalen";"samtliga hushåll";"65-79 år";269.1;228.5
"2039 Älvdalen";"samtliga hushåll";"80+ år";182.3;144.4
"2061 Smedjebacken";"samtliga hushåll";"18+ år";376.8;322.0
"2061 Smedjebacken";"samtliga hushåll";"18-29 år";317.6;282.8
"2061 Smedjebacken";"samtliga hushåll";"30-49 år";448.7;446.7
"2061 Smedjebacken";"samtliga hushåll";"50-64 år";450.7;426.3
"2061 Smedjebacken";"samtliga hushåll";"65+ år";281.4;234.8
"2061 Smedjebacken";"samtliga hushåll";"65-79 år";309.9;269.4
"2061 Smedjebacken";"samtliga hushåll";"80+ år";203.4;156.4
"2062 Mora";"samtliga hushåll";"18+ år";387.7;316.3
"2062 Mora";"samtliga hushåll";"18-29 år";313.2;261.4
